"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Mutemath","Tegan","F","33","Levine","72.95955","paid","Portland-South Portland, ME","774","Collapse (Album Version)","80"
"Yeasayer","Tegan","F","34","Levine","241.89342","paid","Portland-South Portland, ME","774","Ambling Alp (DJ /Rupture & Brent Arnold Remix)","80"
"Righteous Brothers","Tegan","F","35","Levine","225.27955","paid","Portland-South Portland, ME","774","You've Lost That Lovin' Feelin'","80"
"Katy Perry","Tegan","F","36","Levine","179.40853","paid","Portland-South Portland, ME","774","I Kissed A Girl","80"
"The Crests","Tegan","F","37","Levine","182.88281","paid","Portland-South Portland, ME","774","16 Candles","80"
"Anberlin","Tegan","F","38","Levine","215.24853","paid","Portland-South Portland, ME","774","Breathe","80"
"Coldplay","Kate","F","0","Harrell","296.80281","paid","Lansing-East Lansing, MI","797","What If","97"
"Johnnie Taylor","Tegan","F","39","Levine","269.06077","paid","Portland-South Portland, ME","774","Disco Lady","80"
"Xavier Rudd","Kate","F","1","Harrell","180.61016","paid","Lansing-East Lansing, MI","797","My Missing","97"
"Richard Holmes","Tegan","F","40","Levine","213.99465","paid","Portland-South Portland, ME","774","Flyjack","80"
"Telex","Kate","F","2","Harrell","205.63546","paid","Lansing-East Lansing, MI","797","Spike Jones","97"
"Jimi Hendrix","Kate","F","3","Harrell","393.19465","paid","Lansing-East Lansing, MI","797","Here He Comes (Lover Man)","97"
"Manu KatchÃÂ©_ Mathias Eick_ Trygve Seim_ Marcin Wasilewski_ Slawomir Kurkiewicz","Kate","F","4","Harrell","298.78812","paid","Lansing-East Lansing, MI","797","Snapshot","97"
"John Michael Talbot","Kate","F","5","Harrell","210.49424","paid","Lansing-East Lansing, MI","797","Holy Is His Name (For The Bride Album Version)","97"
"John Legend","Kate","F","6","Harrell","278.77832","paid","Lansing-East Lansing, MI","797","P.D.A. (We Just Don't Care)","97"
"Mike Shiver","Kate","F","7","Harrell","400.29995","paid","Lansing-East Lansing, MI","797","On The Surface","97"
"Eminem / Dina Rae","Kate","F","8","Harrell","350.11873","paid","Lansing-East Lansing, MI","797","Superman","97"
"Amy Winehouse","Kate","F","9","Harrell","151.562","paid","Lansing-East Lansing, MI","797","Me & Mr Jones","97"
"Duncan Dhu","Kate","F","11","Harrell","202.91873","paid","Lansing-East Lansing, MI","797","No Puedo Evitar (Pensar En Ti)","97"
"Sneaker Pimps","Kate","F","12","Harrell","250.67057","paid","Lansing-East Lansing, MI","797","Lightning Field","97"
"Trey Songz","Kate","F","13","Harrell","246.90893","paid","Lansing-East Lansing, MI","797","LOL :-) [feat. Gucci Mane & Soulja Boy Tell 'Em] (Album Version)","97"
"CÃÂ³mplices","Kate","F","14","Harrell","270.602","paid","Lansing-East Lansing, MI","797","Es Por Ti","97"
"Taylor Swift","Kate","F","15","Harrell","201.06404","paid","Lansing-East Lansing, MI","797","Our Song","97"
"Amos Lee","Kate","F","16","Harrell","190.87628","paid","Lansing-East Lansing, MI","797","Kid","97"
"Dead Kennedys","Kate","F","17","Harrell","188.42077","paid","Lansing-East Lansing, MI","797","Kill The Poor","97"
"CafÃÂ© Tacvba","Kate","F","18","Harrell","174.41914","paid","Lansing-East Lansing, MI","797","El ciclÃÂ³n","97"
"Thousand Foot Krutch","Kate","F","19","Harrell","208.74404","paid","Lansing-East Lansing, MI","797","Move","97"
"SOJA","Kate","F","20","Harrell","265.87383","paid","Lansing-East Lansing, MI","797","Look within","97"
"Kings Of Leon","Kate","F","21","Harrell","201.79546","paid","Lansing-East Lansing, MI","797","Revelry","97"
"The Red Jumpsuit Apparatus","Amiya","F","0","Davidson","191.84281","paid","Longview, TX","64","Face Down (Album Version)","65"
"Panic At The Disco","Kate","F","24","Harrell","259.29098","paid","Lansing-East Lansing, MI","797","Behind The Sea [Live In Chicago]","97"
"Pavement","Amiya","F","1","Davidson","99.16036","paid","Longview, TX","64","Mercy:The Laundromat","65"
"Lucinda Williams","Amiya","F","2","Davidson","254.79791","paid","Longview, TX","64","Fancy Funeral","65"
"Alfredo Zitarrosa","Kate","F","25","Harrell","267.02322","paid","Lansing-East Lansing, MI","797","Milonga En Do","97"
"First Aid Kit","Amiya","F","3","Davidson","187.97669","paid","Longview, TX","64","Tangerine","65"
"Sam Cooke","Kate","F","26","Harrell","122.04363","paid","Lansing-East Lansing, MI","797","Ain't Misbehavin","97"
"Thursday","Amiya","F","4","Davidson","235.62404","paid","Longview, TX","64","Autobiography Of A Nation (Album Version)","65"
"Guns N' Roses","Kate","F","27","Harrell","184.0322","paid","Lansing-East Lansing, MI","797","Live And Let Die","97"
"Enigma","Ryan","M","0","Smith","262.71302","free","San Jose-Sunnyvale-Santa Clara, CA","794","Knocking On Forbidden Doors","26"
"Dread Zeppelin","Kate","F","28","Harrell","217.49506","paid","Lansing-East Lansing, MI","797","Dancin' On The Killing Floor","97"
"Sister Hazel","Amiya","F","5","Davidson","220.47302","paid","Longview, TX","64","Happy","65"
"The All-American Rejects","Kate","F","29","Harrell","233.27302","paid","Lansing-East Lansing, MI","797","Swing_ Swing","97"
"Evanescence","Ryan","M","1","Smith","237.11302","free","San Jose-Sunnyvale-Santa Clara, CA","794","Bring Me To Life","26"
"BeyoncÃÂ©","Amiya","F","6","Davidson","256.522","paid","Longview, TX","64","Hello","65"
"Tycho","Kate","F","30","Harrell","251.27138","paid","Lansing-East Lansing, MI","797","The Daydream","97"
"No Te Va Gustar","Amiya","F","7","Davidson","35.86567","paid","Longview, TX","64","A La villa","65"
"Twista feat. Kayne West & Jamie Foxx","Amiya","F","8","Davidson","212.55791","paid","Longview, TX","64","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","65"
"Incubus","Kate","F","31","Harrell","263.60118","paid","Lansing-East Lansing, MI","797","Are You In?","97"
"Cold","Amiya","F","9","Davidson","189.83138","paid","Longview, TX","64","Stupid Girl","65"
"Wu-Tang Clan","Amiya","F","10","Davidson","214.85669","paid","Longview, TX","64","Dog Sh*t","65"
"Cyndi Lauper","Kate","F","32","Harrell","228.88444","paid","Lansing-East Lansing, MI","797","Girls Just Want To Have Fun","97"
"Five Iron Frenzy","Amiya","F","11","Davidson","236.09424","paid","Longview, TX","64","Canada","65"
"Swirlies","Braden","M","0","Parker","391.23546","free","Youngstown-Warren-Boardman, OH-PA","749","House Of Pancake","74"
"The Knife","Kate","F","33","Harrell","292.54485","paid","Lansing-East Lansing, MI","797","Silent Shout","97"
"Miley Cyrus","Amiya","F","12","Davidson","237.60934","paid","Longview, TX","64","I Miss You","65"
"Eddie Vedder","Kate","F","34","Harrell","151.77098","paid","Lansing-East Lansing, MI","797","Long Nights","97"
"Something Corporate","Braden","M","1","Parker","255.18975","free","Youngstown-Warren-Boardman, OH-PA","749","If You C Jordan","74"
"John Mayer","Amiya","F","13","Davidson","269.71383","paid","Longview, TX","64","Heartbreak Warfare","65"
"DAVE MATTHEWS BAND","Kate","F","35","Harrell","577.74975","paid","Lansing-East Lansing, MI","797","The Maker","97"
"Alice Cooper","Amiya","F","14","Davidson","207.17669","paid","Longview, TX","64","School's Out","65"
"Victor Manuelle","Austin","M","0","Rosales","277.99465","free","New York-Newark-Jersey City, NY-NJ-PA","609","Por Ella","12"
"The Streets","Kate","F","36","Harrell","280.81587","paid","Lansing-East Lansing, MI","797","What Is He Thinking?","97"
"Make Do And Mend","Amiya","F","21","Davidson","200.12363","paid","Longview, TX","64","No Words","65"
"Sara Bareilles","Austin","M","1","Rosales","260.8322","free","New York-Newark-Jersey City, NY-NJ-PA","609","Love Song","12"
"Jason Derulo","Kate","F","37","Harrell","222.61506","paid","Lansing-East Lansing, MI","797","Whatcha Say","97"
"USS (Ubiquitous Synergy Seeker)","Amiya","F","22","Davidson","307.61751","paid","Longview, TX","64","Man Makes The Zoo","65"
"Peter Bjorn And John","Kate","F","38","Harrell","276.89751","paid","Lansing-East Lansing, MI","797","Blue period Picasso","97"
"Paramore","Kate","F","39","Harrell","267.65016","paid","Lansing-East Lansing, MI","797","The Only Exception (Album Version)","97"
"Empire Of The Sun","Kate","F","41","Harrell","413.59628","paid","Lansing-East Lansing, MI","797","Walking On A Dream (Kaskade Remix (Edit))","97"
"Zac Brown Band","Kate","F","42","Harrell","167.99302","paid","Lansing-East Lansing, MI","797","Mary (Album)","97"
"This Beautiful Republic","Kate","F","43","Harrell","172.48608","paid","Lansing-East Lansing, MI","797","Last Second Chance","97"
"Young MC","Kate","F","44","Harrell","291.36934","paid","Lansing-East Lansing, MI","797","Got More Rhymes","97"
"Man Man","Kate","F","45","Harrell","213.83791","paid","Lansing-East Lansing, MI","797","Engwish Bwudd","97"
"Alexi Murdoch","Kate","F","46","Harrell","155.95057","paid","Lansing-East Lansing, MI","797","Love You More","97"
"Miike Snow","Kate","F","47","Harrell","263.88853","paid","Lansing-East Lansing, MI","797","Animal","97"
"The Black Angels","Kate","F","48","Harrell","231.81016","paid","Lansing-East Lansing, MI","797","Bloodhounds On My Trail","97"
"TV On The Radio","Kate","F","49","Harrell","255.73832","paid","Lansing-East Lansing, MI","797","Shout Me Out","97"
"Cat Stevens","Kate","F","50","Harrell","146.52036","paid","Lansing-East Lansing, MI","797","Portobello Road","97"
"Alanis Morissette","Kate","F","51","Harrell","275.56526","paid","Lansing-East Lansing, MI","797","Surrendering (Album Version)","97"
"Mariah Carey","Kate","F","52","Harrell","652.40771","paid","Lansing-East Lansing, MI","797","Anytime You Need A Friend","97"
"Pavement","Kynnedi","F","0","Sanchez","99.16036","free","Cedar Rapids, IA","631","Mercy:The Laundromat","89"
"The Rumble Strips","Kate","F","55","Harrell","152.00608","paid","Lansing-East Lansing, MI","797","Girls And Boys In Love","97"
"Marilyn Manson","Kate","F","56","Harrell","218.8273","paid","Lansing-East Lansing, MI","797","The Beautiful People","97"
"Iration","Kate","F","57","Harrell","190.56281","paid","Lansing-East Lansing, MI","797","Time Bomb","97"
"Camila","Kate","F","58","Harrell","308.00934","paid","Lansing-East Lansing, MI","797","Coleccionista De Canciones","97"
"Evanescence","Kate","F","59","Harrell","290.01098","paid","Lansing-East Lansing, MI","797","Lose Control","97"
"Uniikki","Kate","F","60","Harrell","220.00281","paid","Lansing-East Lansing, MI","797","Paa vauhtii","97"
"keller williams","Kate","F","61","Harrell","230.39955","paid","Lansing-East Lansing, MI","797","221","97"
"The Avett Brothers","Mohammad","M","1","Rodriguez","271.0722","paid","Sacramento--Roseville--Arden-Arcade, CA","744","The Perfect Space","88"
"Tracy Bonham","Mohammad","M","2","Rodriguez","180.74077","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Mother Mother","88"
"Five Iron Frenzy","Mohammad","M","3","Rodriguez","236.09424","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Canada","88"
"Radiohead","Mohammad","M","5","Rodriguez","231.91465","paid","Sacramento--Roseville--Arden-Arcade, CA","744","(Nice Dream)","88"
"Colbie Caillat","Mohammad","M","6","Rodriguez","203.98975","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Magic","88"
"Fabolous / Ne-Yo","Mohammad","M","7","Rodriguez","253.59628","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Make Me Better","88"
"Muse","Mohammad","M","8","Rodriguez","164.67546","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Minimum","88"
"GrÃÂ©gory Lemarchal","Mohammad","M","9","Rodriguez","239.20281","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Mon Ange","88"
"Counting Crows","Mohammad","M","10","Rodriguez","272.79628","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Mr. Jones","88"
"Richard Ashcroft","Mohammad","M","11","Rodriguez","375.03955","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Money To Burn","88"
"In This Moment","Mohammad","M","12","Rodriguez","226.40281","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Prayers","88"
"Lionel Rogg","Mohammad","M","13","Rodriguez","172.38159","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus","88"
"The O.C. Supertones","Mohammad","M","14","Rodriguez","199.8624","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Revolution","88"
"Radiohead","Mohammad","M","15","Rodriguez","291.21261","paid","Sacramento--Roseville--Arden-Arcade, CA","744","I Might Be Wrong","88"
"Eric Prydz vs Floyd","Mohammad","M","16","Rodriguez","201.1424","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Proper Education","88"
"Devin Townsend","Mohammad","M","17","Rodriguez","221.17832","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Christeen","88"
"Battles","Mohammad","M","18","Rodriguez","511.92118","paid","Sacramento--Roseville--Arden-Arcade, CA","744","TRAS","88"
"Lloyd","Matthew","M","3","Jones","225.98485","paid","Janesville-Beloit, WI","728","Party All Over Your Body","36"
"Kruiz","Mohammad","M","19","Rodriguez","433.31873","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Possessed","88"
"Anthony Hamilton","Matthew","M","4","Jones","232.54159","paid","Janesville-Beloit, WI","728","Can't Let Go","36"
"Rob Zombie","Matthew","M","5","Jones","220.13342","paid","Janesville-Beloit, WI","728","Superbeast","36"
"Sheryl Crow","Mohammad","M","20","Rodriguez","298.78812","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Picture","88"
"Inimigos Da HP","Matthew","M","7","Jones","250.56608","paid","Janesville-Beloit, WI","728","Caca E Cacador","36"
"Yellowcard","Mohammad","M","21","Rodriguez","227.21261","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Space Travel","88"
"The Pussycat Dolls","Matthew","M","8","Jones","235.83302","paid","Janesville-Beloit, WI","728","How Many Times_ How Many Lies","36"
"Justin Bieber","Mohammad","M","22","Rodriguez","214.67383","paid","Sacramento--Roseville--Arden-Arcade, CA","744","One Time","88"
"Bombay Bicycle Club","Matthew","M","9","Jones","245.75955","paid","Janesville-Beloit, WI","728","Always Like This","36"
"B.o.B","Mohammad","M","23","Rodriguez","269.63546","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Nothin' On You [feat. Bruno Mars] (Album Version)","88"
"Death Cab for Cutie","Matthew","M","10","Jones","119.40526","paid","Janesville-Beloit, WI","728","You Can Do Better Than Me (Album Version)","36"
"BeyoncÃÂ©","Matthew","M","11","Jones","301.13914","paid","Janesville-Beloit, WI","728","Me_ Myself And I","36"
"BjÃÂ¶rk","Mohammad","M","24","Rodriguez","185.46893","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Cover Me","88"
"Audioslave","Colm","M","0","Santana","295.47057","free","Nashville-Davidson--Murfreesboro--Franklin, TN","787","Like A Stone","67"
"Rogue Wave","Layla","F","0","Griffin","223.58159","paid","Lake Havasu City-Kingman, AZ","739","Publish My Love (Album Version)","24"
"Lily Allen","Mohammad","M","25","Rodriguez","199.88853","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Not Fair","88"
"Jack Johnson","Matthew","M","12","Jones","223.37261","paid","Janesville-Beloit, WI","728","Sleep Through The Static","36"
"Alicia Keys featuring Tony! Toni! TonÃÂ©! and Jermaine Paul","Layla","F","2","Griffin","284.15955","paid","Lake Havasu City-Kingman, AZ","739","Diary","24"
"Professor Longhair","Mohammad","M","26","Rodriguez","179.77424","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Hey Little Girl","88"
"Helloween","Matthew","M","13","Jones","266.10893","paid","Janesville-Beloit, WI","728","Murderer","36"
"Arcade Fire","Mohammad","M","27","Rodriguez","267.80689","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Headlights Look Like Diamonds","88"
"Charlie Hall","Layla","F","3","Griffin","286.82404","paid","Lake Havasu City-Kingman, AZ","739","Your Glory Endures Forever (Flying Into Daybreak Album Version)","24"
"Big Daddy Weave","Matthew","M","15","Jones","265.76934","paid","Janesville-Beloit, WI","728","You're Worthy Of My Praise - Album Version","36"
"The Gerbils","Mohammad","M","28","Rodriguez","27.01016","paid","Sacramento--Roseville--Arden-Arcade, CA","744","(iii)","88"
"Pretenders","Mohammad","M","29","Rodriguez","181.83791","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Love's a Mystery (LP Version)","88"
"Robert Palmer","Layla","F","4","Griffin","227.97016","paid","Lake Havasu City-Kingman, AZ","739","Casting A Spell (Remixed) (1998 Digital Remaster)","24"
"Blind Blake","Matthew","M","16","Jones","169.40363","paid","Janesville-Beloit, WI","728","Hes In The Jailhouse Now","36"
"Fall Out Boy","Mohammad","M","31","Rodriguez","229.0673","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Sugar_ We're Goin Down","88"
"Insane Clown Posse","Layla","F","5","Griffin","192.44363","paid","Lake Havasu City-Kingman, AZ","739","Superballs","24"
"Dwight Yoakam","Lily","F","0","Koch","239.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","You're The One","15"
"Modjo","Mohammad","M","33","Rodriguez","305.44934","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Lady (Hear Me Tonight)","88"
"Bill Medley & Jennifer Warnes","Layla","F","6","Griffin","290.32444","paid","Lake Havasu City-Kingman, AZ","739","(I've Had) The Time Of My Life","24"
"Dilated Peoples Featuring Kanye West","Matthew","M","18","Jones","245.15873","paid","Janesville-Beloit, WI","728","This Way","36"
"Donavon Frankenreiter","Lily","F","1","Koch","362.03057","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Fool","15"
"Cher","Mohammad","M","34","Rodriguez","166.94812","paid","Sacramento--Roseville--Arden-Arcade, CA","744","I Go To Sleep (2005 Digital Remaster)","88"
"Black Eyed Peas","Layla","F","7","Griffin","257.54077","paid","Lake Havasu City-Kingman, AZ","739","Imma Be","24"
"Tab Benoit","Mohammad","M","35","Rodriguez","221.09995","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Jambalaya","88"
"Staff Benda Bilili","Lily","F","2","Koch","405.05424","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Marguerite","15"
"BjÃÂ¶rk","Layla","F","8","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","739","Undo","24"
"Kid Cudi / Kanye West / Common","Mohammad","M","36","Rodriguez","237.76608","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Make Her Say","88"
"Pereza","Mohammad","M","37","Rodriguez","188.60363","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Lo  Que Tengo Yo Adentro","88"
"Hot Chip","Lily","F","3","Koch","260.0224","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Brothers","15"
"Angels and Airwaves","Mohammad","M","38","Rodriguez","302.05342","paid","Sacramento--Roseville--Arden-Arcade, CA","744","The Gift","88"
"Lit","Lily","F","4","Koch","169.03791","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","My Own Worst Enemy","15"
"MGMT","Lily","F","5","Koch","264.17587","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Time To Pretend","15"
"Otto von Schirach","Mohammad","M","39","Rodriguez","272.06485","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Dance Like A hoe","88"
"Tinchy Stryder / Taio Cruz","Lily","F","6","Koch","195.36934","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Take Me Back","15"
"Just Jack","Mohammad","M","40","Rodriguez","295.91465","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Starz In Their Eyes","88"
"Taylor Swift","Lily","F","7","Koch","233.89995","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Love Story","15"
"ISRAEL & NEW BREED","Mohammad","M","41","Rodriguez","120.52853","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Take the Limits Off","88"
"Hootie And The Blowfish","Lily","F","8","Koch","227.05587","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Only Wanna Be With You (LP Version)","15"
"T.Love","Mohammad","M","42","Rodriguez","271.09832","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Gnijacy Swiat","88"
"Mayday Parade","Ryan","M","0","Smith","209.8673","free","San Jose-Sunnyvale-Santa Clara, CA","800","Walk On Water Or Drown (Album)","26"
"Usher Featuring Lil' Jon & Ludacris","Lily","F","9","Koch","250.38322","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Yeah!","15"
"Michael BublÃÂ©","Mohammad","M","43","Rodriguez","253.88363","paid","Sacramento--Roseville--Arden-Arcade, CA","744","Moondance (Album Version)","88"
"The Notorious B.I.G.","Ryan","M","1","Smith","230.03383","free","San Jose-Sunnyvale-Santa Clara, CA","800","Hypnotize(Album Version)","26"
"Aphex Twin","Lily","F","10","Koch","290.97751","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Heliospan","15"
"ATB","Ryan","M","3","Smith","191.7122","free","San Jose-Sunnyvale-Santa Clara, CA","800","Rising Moon","26"
"Spice Girls","Mohammad","M","44","Rodriguez","240.97914","paid","Sacramento--Roseville--Arden-Arcade, CA","744","2 Become 1","88"
"Alliance Ethnik","Lily","F","11","Koch","265.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Creil City","15"
"Franz Ferdinand","Mohammad","M","45","Rodriguez","233.06404","paid","Sacramento--Roseville--Arden-Arcade, CA","744","The Fallen (Ruined By Justice)","88"
"Marc Et Claude","Lily","F","12","Koch","220.86485","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","I Need Your Lovin' (Like The Sunshine) (Radio Edit)","15"
"Telex","Mohammad","M","46","Rodriguez","44.48608","paid","Sacramento--Roseville--Arden-Arcade, CA","744","ClichÃÂ©","88"
"Laurie Berkner","Lily","F","13","Koch","169.35138","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Froggie Went a-Courtin'","15"
"DMX","Lily","F","14","Koch","444.70812","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Ready To Meet Him","15"
"Phil Collins","Lily","F","15","Koch","322.24608","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Another Day In Paradise","15"
"Vanessa Carlton","Lily","F","16","Koch","237.42649","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","A Thousand Miles","15"
"Lady GaGa","Lily","F","17","Koch","274.18077","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Alejandro","15"
"Tom Petty And The Heartbreakers","Lily","F","18","Koch","259.76118","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","A Woman In Love (It's Not Me)","15"
"Carcass","Lily","F","19","Koch","175.33342","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Pyosisified (Rotten To The Gore)","15"
"The Car Is On Fire","Lily","F","20","Koch","218.69669","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Manuel","15"
"OneRepublic","Lily","F","21","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Secrets","15"
"Coko featuring Kirk Franklin","Lily","F","25","Koch","249.3122","free","Chicago-Naperville-Elgin, IL-IN-WI","764","I Get Joy","15"
"The Script","Lily","F","32","Koch","260.67546","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Breakeven","15"
"Daughtry","Lily","F","33","Koch","255.65995","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Home","15"
"Alceu ValenÃÂ§a","Lily","F","34","Koch","162.58567","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Recado Falado (MetrÃÂ´ Da Saudade)","15"
"King Diamond","Lily","F","35","Koch","101.22404","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Introductions","15"
"Avenged Sevenfold","Lily","F","36","Koch","288.23465","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Scream (Album Version)","15"
"Celtic Woman","Lily","F","37","Koch","142.65424","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Spanish Lady (Live From Slane Castle)","15"
"Ministry","Lily","F","38","Koch","222.51057","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Jesus Built My Hotrod (Short_ Pusillanimous_ So-They-Can-Fit-More Commercials-On-The-Radio Edit)","15"
"Pavel Dobes","Lily","F","39","Koch","132.64934","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Vzpominky IV.","15"
"Prince & The New Power Generation","Lily","F","40","Koch","304.79628","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Nothing Compares 2 U","15"
"Nickelback","Lily","F","41","Koch","217.62567","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Savin' Me","15"
"John Mayer","Lily","F","42","Koch","161.56689","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","I'm Gonna Find Another You","15"
"Lily Allen","Lily","F","43","Koch","197.45914","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Him","15"
"Radiohead","Lily","F","44","Koch","317.93587","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Weird Fishes/Arpeggi","15"
"Blink-182","Lily","F","45","Koch","166.60853","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Untitled","15"
"Jane's Addiction","Lily","F","46","Koch","309.86404","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Classic Girl (2006 Remastered Album Version)","15"
"Dwight Yoakam","Lily","F","47","Koch","239.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","You're The One","15"
"Muse","Lily","F","48","Koch","209.50159","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Supermassive Black Hole (Twilight Soundtrack Version)","15"
"Madonna","Lily","F","49","Koch","443.11465","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Sorry (Man With Guitar Mix)","15"
"Hummersqueal","Lily","F","50","Koch","249.96526","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Estoy harto de tÃÂ­","15"
"Evanescence","Lily","F","51","Koch","236.12036","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Bring Me To Life","15"
"Charttraxx Karaoke","Lily","F","52","Koch","225.17506","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Fireflies","15"
"RÃÂ³isÃÂ­n Murphy","Lily","F","53","Koch","277.62893","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Body Language","15"
"Sugarland","Lily","F","55","Koch","242.1024","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Joey","15"
"Astrud Gilberto","Lily","F","56","Koch","371.53914","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","All I've Got","15"
"Massive Attack","Lily","F","57","Koch","316.49914","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Karmacoma","15"
"The Tangent","Lily","F","58","Koch","1328.69179","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","In Earnest (live)","15"
"Cameo","Lily","F","59","Koch","211.98322","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Word Up!","15"
"Nelly / Jaheim","Lily","F","60","Koch","336.56118","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","My Place","15"
"Daft Punk","Theodore","M","0","Harris","342.54322","free","Red Bluff, CA","543","Around The World / Harder Better Faster Stronger","14"
"Dashboard Confessional","Lily","F","61","Koch","275.01669","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Dusk And Summer","15"
"My Chemical Romance","Kate","F","1","Harrell","203.04934","paid","Lansing-East Lansing, MI","806","Helena (So Long & Goodnight) (Album Version)","97"
"Laura Marling","Lily","F","62","Koch","220.99546","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Cross Your Fingers (Single Version)","15"
"Charttraxx Karaoke","Theodore","M","1","Harris","225.17506","free","Red Bluff, CA","543","Fireflies","14"
"David Gray","Kate","F","2","Harrell","313.59955","paid","Lansing-East Lansing, MI","806","Sail Away","97"
"The Notorious B.I.G.","Lily","F","63","Koch","230.03383","paid","Chicago-Naperville-Elgin, IL-IN-WI","764","Hypnotize(Album Version)","15"
"Florence + The Machine","Theodore","M","2","Harris","219.66322","free","Red Bluff, CA","543","Dog Days Are Over (Radio Edit)","14"
